类目名称,买家数,成交金额,搜索人数,成交金额占比,成交金额同比,成交人数占比,成交人数同比,客单价,UV价值,开始日期,结束日期
胶卷,17189,6182453,54190,0.06,60.87,0.01,51.82,359.67,114.09,2019-03-01,2019-03-31
快显胶片,27048,5830967,91974,0.05,-19.86,0.02,-2.56,215.58,63.4,2019-03-01,2019-03-31
外拍灯,5654,5761244,51531,0.04,59.33,0.0,102.92,1018.97,111.8,2019-03-01,2019-03-31
相机闪光灯,6030,5737854,51703,0.04,-23.32,0.0,-24.8,951.55,110.98,2019-03-01,2019-03-31
清洁套装,262727,5687142,490036,0.04,66.97,0.32,48.56,21.65,11.61,2019-03-01,2019-03-31
数码显微镜,7847,5618918,66961,0.04,39.43,0.0,11.2,716.06,83.91,2019-03-01,2019-03-31
灯附件,17908,5428768,54715,0.04,22.22,0.01,8.95,303.15,99.22,2019-03-01,2019-03-31
车载充电器,50712,5370058,459710,0.04,6.9,0.04,-19.39,105.89,11.68,2019-03-01,2019-03-31
手机贴纸,109748,4711123,674329,0.04,54.23,0.12,11.17,42.93,6.99,2019-03-01,2019-03-31
辅助道具类,44199,4681260,314991,0.04,-24.7,0.03,-31.53,105.91,14.86,2019-03-01,2019-03-31
PDA/掌上电脑,4051,4655595,51689,0.04,4.03,0.0,24.79,1149.25,90.07,2019-03-01,2019-03-31
手机防尘塞,51818,3550300,544010,0.03,71.9,0.04,29.73,68.51,6.53,2019-03-01,2019-03-31
平板电脑外接键盘,10050,3538281,401809,0.03,38.95,0.01,67.25,352.07,8.81,2019-03-01,2019-03-31
涂鸦笔,19045,3466553,71002,0.03,19.56,0.01,38.87,182.02,48.82,2019-03-01,2019-03-31
USB驱蚊器,43046,3347857,226830,0.03,3379.96,0.03,1602.3,77.77,14.76,2019-03-01,2019-03-31
射频器/转换器,15798,3057884,77183,0.03,-16.82,0.01,-8.49,193.56,39.62,2019-03-01,2019-03-31
摄影包,7514,2813352,68556,0.03,42.11,0.0,49.95,374.41,41.04,2019-03-01,2019-03-31
18650电池,10115,2780787,72200,0.03,-20.57,0.01,11.03,274.92,38.52,2019-03-01,2019-03-31
平板电脑支架,20085,2492771,93014,0.03,-23.99,0.02,-25.06,124.11,26.8,2019-03-01,2019-03-31
相机背带,19077,2179688,72502,0.02,21.04,0.01,22.93,114.26,30.06,2019-03-01,2019-03-31
USB延长线,51156,2047018,95263,0.02,14.12,0.04,19.62,40.02,21.49,2019-03-01,2019-03-31
数码相框,2071,1874007,43237,0.02,-24.89,0.0,-2.06,904.88,43.34,2019-03-01,2019-03-31
USB灯,53317,1809695,336209,0.02,0.28,0.04,-9.32,33.94,5.38,2019-03-01,2019-03-31
电子书保护套,43298,1772839,108729,0.02,-33.28,0.03,-34.06,40.95,16.31,2019-03-01,2019-03-31
校色仪,1792,1717631,10643,0.02,83.44,0.0,98.65,958.5,161.39,2019-03-01,2019-03-31
笔记本个性小贴纸,49901,1688600,457427,0.02,11.23,0.03,4.4,33.84,3.69,2019-03-01,2019-03-31
触摸屏手套,49321,1680237,210321,0.02,31.14,0.03,311.71,34.07,7.99,2019-03-01,2019-03-31
闪光灯配件,9569,1648062,43216,0.02,-24.29,0.01,-9.12,172.23,38.14,2019-03-01,2019-03-31
苹果卡槽,48545,1509175,237922,0.02,-41.34,0.03,-33.23,31.09,6.34,2019-03-01,2019-03-31
柔光器具,7536,1434188,39383,0.02,38.17,0.0,-0.02,190.31,36.42,2019-03-01,2019-03-31
快装板,10211,1429134,46165,0.02,62.28,0.01,74.32,139.96,30.96,2019-03-01,2019-03-31
单反手柄,2116,1404476,43216,0.01,12.25,0.0,8.98,663.74,32.5,2019-03-01,2019-03-31
镜头纸/镜头布,19865,1396147,49444,0.01,13.5,0.02,8.4,70.28,28.24,2019-03-01,2019-03-31
节电器/省电器,10018,1382528,61880,0.01,-24.64,0.01,-33.64,138.0,22.34,2019-03-01,2019-03-31
数码相机充电器,19207,1373743,52105,0.01,-2.36,0.01,-9.13,71.52,26.36,2019-03-01,2019-03-31
3G无线上网卡设备,2837,1372041,43694,0.01,-36.15,0.0,-35.92,483.62,31.4,2019-03-01,2019-03-31
单反/单电电池,5325,1272369,43133,0.01,27.56,0.0,39.89,238.94,29.5,2019-03-01,2019-03-31
插头/接口,19008,1269718,96123,0.01,-2.38,0.01,13.5,66.8,13.21,2019-03-01,2019-03-31
USB吸尘器,19789,1235287,72442,0.01,66.72,0.02,44.46,62.42,17.05,2019-03-01,2019-03-31
擦屏布,18591,1207530,52099,0.01,50.33,0.01,25.55,64.95,23.18,2019-03-01,2019-03-31
反光器具,10633,1187058,43812,0.01,-5.45,0.01,-7.49,111.64,27.09,2019-03-01,2019-03-31
18650电池盒,10417,1173858,49509,0.01,42.36,0.01,18.79,112.69,23.71,2019-03-01,2019-03-31
遮光罩,10471,1173813,46037,0.01,7.9,0.01,-14.4,112.1,25.5,2019-03-01,2019-03-31
清洁液,12915,1152240,43216,0.01,23.33,0.01,22.3,89.22,26.66,2019-03-01,2019-03-31
Lomo镜头,678,1035102,4362,0.01,9999.99,0.0,1070.92,1526.7,237.3,2019-03-01,2019-03-31
USB多功能数码宝,2108,1032491,25413,0.01,99.84,0.0,59.93,489.8,40.63,2019-03-01,2019-03-31
快门线,8552,1000423,42297,0.01,-17.14,0.0,-14.26,116.98,23.65,2019-03-01,2019-03-31
电视高压包,13645,936296,43117,0.01,4.14,0.01,-7.01,68.62,21.72,2019-03-01,2019-03-31
摄影台/静物台,2412,886725,17850,0.01,-24.46,0.0,-32.18,367.63,49.68,2019-03-01,2019-03-31
镜头盖,17961,875003,46554,0.01,6.8,0.01,-9.38,48.72,18.8,2019-03-01,2019-03-31
脚架包,2268,870902,11555,0.01,48.23,0.0,27.58,384.0,75.37,2019-03-01,2019-03-31
脚架配件,2428,868795,25274,0.01,11.8,0.0,29.29,357.82,34.38,2019-03-01,2019-03-31
相机腕带,9164,864617,43218,0.01,28.52,0.01,25.37,94.35,20.01,2019-03-01,2019-03-31
闪存卡转接套,15132,851760,218761,0.01,58.29,0.01,11.21,56.29,3.89,2019-03-01,2019-03-31
遥控器,12335,840543,50737,0.01,22.65,0.01,11.06,68.14,16.57,2019-03-01,2019-03-31
平板电脑底座,1946,836407,25688,0.01,-30.37,0.0,7.73,429.81,32.56,2019-03-01,2019-03-31
USB电话机/网络电话机,3123,801698,22630,0.01,25.69,0.0,289.57,256.71,35.43,2019-03-01,2019-03-31
隔离器/耦合器,2102,779503,14988,0.0,25.04,0.0,42.8,370.84,52.01,2019-03-01,2019-03-31
USB暖手宝/暖手袋,4450,773143,61880,0.0,378.99,0.0,390.97,173.74,12.49,2019-03-01,2019-03-31
电子书灯,10487,770880,69751,0.0,67.74,0.01,22.65,73.51,11.05,2019-03-01,2019-03-31
平板电脑充电器,6656,770217,43232,0.0,-26.51,0.0,-3.46,115.72,17.82,2019-03-01,2019-03-31
VGA切换器,8937,757653,43102,0.0,8.15,0.01,-8.64,84.78,17.58,2019-03-01,2019-03-31
无线传输设备,682,757287,9732,0.0,66.96,0.0,28.34,1110.39,77.81,2019-03-01,2019-03-31
MP3/MP4保护套,2695,742239,42940,0.0,32.63,0.0,86.08,275.41,17.29,2019-03-01,2019-03-31
数码设备外接键盘,2119,734394,44658,0.0,-13.91,0.0,-46.22,346.58,16.44,2019-03-01,2019-03-31
平板电脑包,8556,710912,53309,0.0,0.13,0.0,121.51,83.09,13.34,2019-03-01,2019-03-31
说明书/使用指南,2640,688121,43168,0.0,-33.51,0.0,-44.51,260.65,15.94,2019-03-01,2019-03-31
屏幕保护膜,10092,681764,43614,0.0,87.68,0.01,102.67,67.55,15.63,2019-03-01,2019-03-31
3D立体眼镜,2050,678757,26138,0.0,-35.22,0.0,-35.17,331.1,25.97,2019-03-01,2019-03-31
数据连接线,3198,606350,20396,0.0,71.11,0.0,212.5,189.6,29.73,2019-03-01,2019-03-31
取景器,1464,577904,16600,0.0,-24.32,0.0,6.39,394.74,34.81,2019-03-01,2019-03-31
RF头,2008,577014,13212,0.0,-4.41,0.0,-8.48,287.36,43.67,2019-03-01,2019-03-31
测光表,324,574339,5494,0.0,11.2,0.0,25.47,1772.65,104.54,2019-03-01,2019-03-31
点读机/点读笔配件,6027,566882,19753,0.0,-8.42,0.0,-32.89,94.06,28.7,2019-03-01,2019-03-31
F头,5182,563733,18420,0.0,-31.28,0.0,-14.66,108.79,30.6,2019-03-01,2019-03-31
微波炉面板,9157,562096,18570,0.0,39.01,0.01,25.58,61.38,30.27,2019-03-01,2019-03-31
USB暖手鼠标垫,8261,558206,70973,0.0,374.23,0.0,320.65,67.57,7.87,2019-03-01,2019-03-31
显示器/打印机色彩校正仪,676,520072,8768,0.0,-33.23,0.0,-14.1,769.34,59.31,2019-03-01,2019-03-31
增距镜,679,509298,9402,0.0,72.23,0.0,47.46,750.07,54.17,2019-03-01,2019-03-31
机顶盒共享器,680,504665,6398,0.0,37.72,0.0,-25.98,742.15,78.88,2019-03-01,2019-03-31
广角镜,329,498109,3982,0.0,33.46,0.0,-32.61,1514.01,125.09,2019-03-01,2019-03-31
苹果取卡针,20455,489000,43232,0.0,11.08,0.02,-28.53,23.91,11.31,2019-03-01,2019-03-31
BNC头,2184,482060,10421,0.0,21.48,0.0,54.23,220.72,46.26,2019-03-01,2019-03-31
气吹,9863,478274,24463,0.0,28.84,0.01,14.12,48.49,19.55,2019-03-01,2019-03-31
照片夹子,13017,475837,54029,0.0,1.37,0.01,-23.31,36.56,8.81,2019-03-01,2019-03-31
手机智能按键,2640,472392,14076,0.0,38.79,0.0,443.17,178.94,33.56,2019-03-01,2019-03-31
数码相机适配器,1187,437522,9077,0.0,87.01,0.0,44.64,368.59,48.2,2019-03-01,2019-03-31
电子辞典/学习机配件,2051,429335,19795,0.0,-32.4,0.0,-36.33,209.33,21.69,2019-03-01,2019-03-31
USB迷你冰箱,759,424875,24621,0.0,-8.46,0.0,311.97,559.78,17.26,2019-03-01,2019-03-31
一次成像相机专用包,6003,424157,41869,0.0,11.35,0.0,22.66,70.66,10.13,2019-03-01,2019-03-31
SIM 剪卡钳,9164,423852,12862,0.0,-34.13,0.01,-25.17,46.25,32.95,2019-03-01,2019-03-31
音乐枕,2066,418624,43327,0.0,-35.35,0.0,22.86,202.63,9.66,2019-03-01,2019-03-31
RCA头,3376,407634,15944,0.0,-8.49,0.0,-16.82,120.74,25.57,2019-03-01,2019-03-31
相机专用遥控器,2095,406409,10682,0.0,-8.64,0.0,-32.31,193.99,38.05,2019-03-01,2019-03-31
防寒设备,1960,403843,9478,0.0,-31.67,0.0,23.49,206.04,42.61,2019-03-01,2019-03-31
USB Humping Dog,676,395451,4335,0.0,-37.58,0.0,-36.94,584.99,91.22,2019-03-01,2019-03-31
USB保温碟/保温垫,1989,389662,47752,0.0,794.65,0.0,308.23,195.91,8.16,2019-03-01,2019-03-31
一次成像相册,4188,385411,26390,0.0,28.78,0.0,57.1,92.03,14.6,2019-03-01,2019-03-31
电纸书数据线,1993,365724,51646,0.0,1005.24,0.0,771.57,183.5,7.08,2019-03-01,2019-03-31
单反/单电充电器,2063,221304,9761,0.0,62.68,0.0,40.51,107.27,22.67,2019-03-01,2019-03-31
线缆收纳器/集线器,2059,196398,42985,0.0,-31.34,0.0,-24.4,95.39,4.57,2019-03-01,2019-03-31
高压气罐,1972,193751,6885,0.0,11.36,0.0,49.65,98.25,28.14,2019-03-01,2019-03-31
电池收纳盒,5175,165225,20203,0.0,11.86,0.0,11.7,31.93,8.18,2019-03-01,2019-03-31
FM/MP3发射器,1226,159108,10052,0.0,0.03,0.0,39.94,129.78,15.83,2019-03-01,2019-03-31
相机眼罩,3761,157677,10177,0.0,-3.1,0.0,-2.96,41.92,15.49,2019-03-01,2019-03-31
USB食品加热包/保温盒,681,149078,6824,0.0,167.34,0.0,118.51,218.91,21.85,2019-03-01,2019-03-31
平板电脑数据线,1208,148111,19075,0.0,-35.28,0.0,-32.9,122.61,7.76,2019-03-01,2019-03-31
相机挂绳,2376,140745,19494,0.0,96.06,0.0,69.99,59.24,7.22,2019-03-01,2019-03-31
KVM,423,112504,2307,0.0,13.16,0.0,-20.46,265.97,48.77,2019-03-01,2019-03-31
相机色卡,683,111317,6281,0.0,-11.94,0.0,35.13,162.98,17.72,2019-03-01,2019-03-31
包/箱配件,591,105669,6589,0.0,121.47,0.0,-4.68,178.8,16.04,2019-03-01,2019-03-31
单反机身盖,2471,102484,8692,0.0,56.7,0.0,16.18,41.47,11.79,2019-03-01,2019-03-31
脚架接环,683,96927,5154,0.0,-33.89,0.0,40.48,141.91,18.81,2019-03-01,2019-03-31
相机/摄像机专用充电套装,943,96523,5681,0.0,-24.8,0.0,-19.33,102.36,16.99,2019-03-01,2019-03-31
MP3/MP4连接线,685,96319,4046,0.0,314.95,0.0,66.92,140.61,23.81,2019-03-01,2019-03-31
USB按摩器,683,95913,9789,0.0,422.71,0.0,-8.55,140.43,9.8,2019-03-01,2019-03-31
电子书手写笔/电磁笔,4008,94141,41736,0.0,-26.96,0.0,12.12,23.49,2.26,2019-03-01,2019-03-31
AV切换器,1737,90243,9759,0.0,-8.63,0.0,-14.17,51.95,9.25,2019-03-01,2019-03-31
耳机线夹,792,86722,9632,0.0,102.73,0.0,-8.48,109.5,9.0,2019-03-01,2019-03-31
MSN聊天伴侣,6567,86176,26757,0.0,-41.06,0.0,-34.24,13.12,3.22,2019-03-01,2019-03-31
灰板,1796,85085,4178,0.0,13.94,0.0,2.65,47.37,20.37,2019-03-01,2019-03-31
键盘刷,4846,81333,12940,0.0,11.35,0.0,-21.45,16.78,6.29,2019-03-01,2019-03-31
镜头袋/镜头筒,740,80168,9122,0.0,126.92,0.0,231.21,108.34,8.79,2019-03-01,2019-03-31
电纸书屏幕贴膜,2022,79277,9866,0.0,-32.28,0.0,-33.39,39.21,8.04,2019-03-01,2019-03-31
USB摆设品/装饰品,688,75594,9536,0.0,104.72,0.0,-3.45,109.88,7.93,2019-03-01,2019-03-31
cmos清洁,1658,70999,5628,0.0,42.39,0.0,-18.3,42.82,12.62,2019-03-01,2019-03-31
镜头笔,1939,70003,5151,0.0,-33.02,0.0,-30.1,36.1,13.59,2019-03-01,2019-03-31
液晶屏保护膜,1989,69575,9821,0.0,-34.38,0.0,-36.51,34.98,7.08,2019-03-01,2019-03-31
热靴水平仪,2352,69386,10358,0.0,71.12,0.0,32.8,29.5,6.7,2019-03-01,2019-03-31
相片角贴,6616,67527,15336,0.0,-51.43,0.0,-38.24,10.21,4.4,2019-03-01,2019-03-31
单反/单电适配器,680,67363,2790,0.0,39.36,0.0,11.1,99.06,24.14,2019-03-01,2019-03-31
保护箱,32,64381,2198,0.0,-36.51,0.0,-23.19,2011.91,29.29,2019-03-01,2019-03-31
网络切换器,1505,63959,2815,0.0,7.91,0.0,17.71,42.5,22.72,2019-03-01,2019-03-31
USB烟灰缸,1685,60319,9534,0.0,297.28,0.0,38.68,35.8,6.33,2019-03-01,2019-03-31
MP3/MP4充电器,686,56435,7541,0.0,-8.35,0.0,62.74,82.27,7.48,2019-03-01,2019-03-31
USB暖手套/暖脚鞋,1235,54254,9908,0.0,69.64,0.0,230.15,43.93,5.48,2019-03-01,2019-03-31
对焦屏,326,52232,2550,0.0,-4.45,0.0,11.83,160.22,20.48,2019-03-01,2019-03-31
数码伴侣,466,49534,3663,0.0,62.01,0.0,168.51,106.3,13.52,2019-03-01,2019-03-31
毛刷,2036,49133,6571,0.0,85.49,0.0,47.53,24.13,7.48,2019-03-01,2019-03-31
自拍镜头,1735,37710,9133,0.0,11.06,0.0,-17.04,21.73,4.13,2019-03-01,2019-03-31
专业摄影背心,55,34095,2081,0.0,-9.16,0.0,67.57,619.91,16.38,2019-03-01,2019-03-31
数码望远镜,25,27950,2366,0.0,71.07,0.0,166.53,1118.0,11.81,2019-03-01,2019-03-31
电纸书防护包,968,19151,8577,0.0,-42.32,0.0,54.9,19.78,2.23,2019-03-01,2019-03-31
电纸书充电器,680,17685,2444,0.0,-56.93,0.0,-46.05,26.01,7.24,2019-03-01,2019-03-31
Lomo相机包,27,8675,1797,0.0,23.68,0.0,24.51,321.3,4.83,2019-03-01,2019-03-31
耳塞保护套,798,8627,9634,0.0,22.23,0.0,58.39,10.81,0.9,2019-03-01,2019-03-31
USB氧吧/空气清新器,17,8142,1709,0.0,61.92,0.0,36.45,478.94,4.76,2019-03-01,2019-03-31
MP3/MP4支架,25,7167,2078,0.0,108.44,0.0,-31.39,286.68,3.45,2019-03-01,2019-03-31
白平衡镜,3,5978,676,0.0,24.44,0.0,-24.32,1992.67,8.84,2019-03-01,2019-03-31
MP4屏幕保护膜,24,4778,2091,0.0,23.7,0.0,-35.33,199.08,2.29,2019-03-01,2019-03-31
USB保暖坐垫/靠垫,17,4735,2119,0.0,-82.13,0.0,-94.88,278.53,2.23,2019-03-01,2019-03-31
USB碎纸机,37,4689,2113,0.0,-32.18,0.0,-33.79,126.73,2.22,2019-03-01,2019-03-31
摄影梯,6,4445,507,0.0,-35.58,0.0,36.9,740.83,8.77,2019-03-01,2019-03-31
Lomo潜水盒,7,3850,679,0.0,0.0,0.0,0.0,550.0,5.67,2019-03-01,2019-03-31
移动支付终端机,0,2695,18,0.0,-90.28,0.0,-90.78,0.0,149.72,2019-03-01,2019-03-31
Lomo闪光灯,3,1756,474,0.0,-85.93,0.0,65.77,585.33,3.7,2019-03-01,2019-03-31
分压盒,1,48,25,0.0,-50.31,0.0,-43.74,48.0,1.92,2019-03-01,2019-03-31
苹果卡贴,1,5,327,0.0,-95.7,0.0,-32.42,5.0,0.02,2019-03-01,2019-03-31
手机保护套/壳,24234771,365398535,35580107,25.3,3.03,51.02,4.92,15.08,10.27,2019-04-01,2019-04-30
手机贴膜,16498411,207906728,20637844,13.56,20.11,27.25,9.46,12.6,10.07,2019-04-01,2019-04-30
移动电源,3056814,189373840,7872086,11.7,14.1,8.39,23.87,61.95,24.06,2019-04-01,2019-04-30
手机零部件,1398987,185990165,5440226,11.36,8.11,3.91,12.73,132.95,34.19,2019-04-01,2019-04-30
手机数据线,4924689,152993922,7619907,7.85,20.75,11.72,31.8,31.07,20.08,2019-04-01,2019-04-30
手机充电器,1973534,106168148,5149149,4.82,11.24,5.99,11.07,53.8,20.62,2019-04-01,2019-04-30
USB风扇,2316272,106142698,5375170,4.82,287.74,7.81,267.97,45.82,19.75,2019-04-01,2019-04-30
手机支架/手机座,2157257,93731449,5485323,3.18,50.37,7.28,21.58,43.45,17.09,2019-04-01,2019-04-30
平板电脑保护套/壳,1220467,91831724,2643401,3.0,34.18,3.42,19.34,75.24,34.74,2019-04-01,2019-04-30
数据线,3134119,75441794,5240324,2.49,20.85,8.56,19.18,24.07,14.4,2019-04-01,2019-04-30
笔记本零部件,82178,61955088,756865,1.58,6.53,0.08,11.69,753.91,81.86,2019-04-01,2019-04-30
手机电池,557681,57224479,2208586,1.32,3.12,0.91,0.03,102.61,25.91,2019-04-01,2019-04-30
其它配件,274956,50842003,2124759,0.96,0.11,0.33,-0.08,184.91,23.93,2019-04-01,2019-04-30
影室灯,43269,45341695,301376,0.88,31.12,0.03,11.48,1047.9,150.45,2019-04-01,2019-04-30
云台,49484,41928458,461485,0.87,61.71,0.04,129.4,847.31,90.86,2019-04-01,2019-04-30
耳机保护套,687500,33997076,2084249,0.82,305.16,1.56,280.43,49.45,16.31,2019-04-01,2019-04-30
笔记本电脑包,387235,31134985,1380059,0.66,11.15,0.45,11.75,80.4,22.56,2019-04-01,2019-04-30
背景布类,305069,30782161,1165399,0.54,24.42,0.35,14.22,100.9,26.41,2019-04-01,2019-04-30
自拍杆/架,461756,29489454,1276421,0.53,5.36,0.66,11.04,63.86,23.1,2019-04-01,2019-04-30
普通干电池,580187,28863351,790197,0.51,23.62,0.92,23.82,49.75,36.53,2019-04-01,2019-04-30
手机镜头,217939,28562092,803210,0.5,18.54,0.3,-3.33,131.06,35.56,2019-04-01,2019-04-30
手写笔,98002,27622244,572141,0.48,108.71,0.12,125.34,281.85,48.28,2019-04-01,2019-04-30
USB HUB/转换器,272304,22005219,687968,0.41,37.54,0.33,32.45,80.81,31.99,2019-04-01,2019-04-30
笔记本电池,66115,21102623,313239,0.4,39.22,0.06,34.47,319.18,67.37,2019-04-01,2019-04-30
遥控设备,594261,20656941,1241638,0.4,36.35,0.99,44.51,34.76,16.64,2019-04-01,2019-04-30
脚架,52252,18700438,367424,0.35,7.95,0.04,6.24,357.89,50.9,2019-04-01,2019-04-30
纽扣电池,501042,16864353,766428,0.31,31.15,0.86,25.36,33.66,22.0,2019-04-01,2019-04-30
摄像机配件,25121,14831457,329572,0.3,-9.97,0.02,-9.04,590.4,45.0,2019-04-01,2019-04-30
USB电脑锁/防盗器,51505,14262837,278123,0.3,67.0,0.04,136.29,276.92,51.28,2019-04-01,2019-04-30
笔记本电源,85785,14240122,407270,0.3,20.71,0.08,25.58,166.0,34.96,2019-04-01,2019-04-30
摄影棚,41838,13874922,101564,0.28,20.93,0.03,11.25,331.63,136.61,2019-04-01,2019-04-30
数码相机包,54559,13853218,367458,0.27,-1.23,0.05,-3.49,253.91,37.7,2019-04-01,2019-04-30
手机挂件/手机链,473625,13835242,1895112,0.27,61.7,0.76,28.24,29.21,7.3,2019-04-01,2019-04-30
笔记本炫彩贴,200637,12968638,751523,0.26,28.0,0.3,20.91,64.64,17.26,2019-04-01,2019-04-30
通用电池充电套装,103337,11503778,354762,0.12,0.41,0.12,-13.47,111.32,32.43,2019-04-01,2019-04-30
数码收纳整理包,274680,10492470,867847,0.12,-20.72,0.33,21.77,38.2,12.09,2019-04-01,2019-04-30
笔记本多功能支架/桌,84330,10154979,446379,0.12,57.44,0.08,86.34,120.42,22.75,2019-04-01,2019-04-30
平板电脑屏幕贴膜,219697,10015214,456707,0.12,42.0,0.3,-4.43,45.59,21.93,2019-04-01,2019-04-30
分配器/分频器/分支器,25396,9559536,96251,0.11,36.75,0.02,12.68,376.42,99.32,2019-04-01,2019-04-30
苹果视频线/转换线,58423,8258950,447270,0.09,11.39,0.05,21.35,141.36,18.47,2019-04-01,2019-04-30
平板电脑零部件,43125,7863864,251999,0.09,-7.73,0.03,-3.7,182.35,31.21,2019-04-01,2019-04-30
滤镜,43131,7483543,107081,0.09,2.25,0.03,6.28,173.51,69.89,2019-04-01,2019-04-30
数码维修工具,52226,7249207,352634,0.08,67.58,0.04,61.4,138.8,20.56,2019-04-01,2019-04-30
数码相机电池,49422,7205636,111020,0.08,10.44,0.04,11.77,145.8,64.9,2019-04-01,2019-04-30
读卡器,97331,7016459,381368,0.08,11.86,0.11,4.96,72.09,18.4,2019-04-01,2019-04-30
USB加湿器,85993,6952804,510731,0.08,281.04,0.08,303.56,80.85,13.61,2019-04-01,2019-04-30
笔记本散热器/降温卡,77830,6888957,453534,0.08,8.04,0.08,-22.89,88.51,15.19,2019-04-01,2019-04-30
耳机绕线器,448124,6854052,1071568,0.08,53.64,0.53,20.97,15.29,6.4,2019-04-01,2019-04-30
USB驱蚊器,53605,6723143,459943,0.08,1564.46,0.04,818.88,125.42,14.62,2019-04-01,2019-04-30
笔记本膝上桌,97922,6596377,635037,0.07,99.15,0.12,87.72,67.36,10.39,2019-04-01,2019-04-30
相机闪光灯,5960,6226331,51179,0.06,11.81,0.0,-16.0,1044.69,121.66,2019-04-01,2019-04-30
防潮箱,10203,6185875,52685,0.06,25.8,0.01,31.71,606.28,117.41,2019-04-01,2019-04-30
车载充电器,51935,6126159,452406,0.06,64.01,0.04,8.4,117.96,13.54,2019-04-01,2019-04-30
转接环,9338,6110665,52422,0.06,11.14,0.01,23.57,654.39,116.57,2019-04-01,2019-04-30
笔记本屏幕贴膜,62596,6081358,299739,0.06,37.51,0.06,15.29,97.15,20.29,2019-04-01,2019-04-30
笔记本键盘保护膜,305721,6027673,586698,0.06,2.99,0.35,0.91,19.72,10.27,2019-04-01,2019-04-30
USB翻页激光笔,53294,5856314,94866,0.05,1.12,0.04,19.34,109.89,61.73,2019-04-01,2019-04-30
视频线/音频线/AV线,177779,5844468,490438,0.05,19.52,0.27,22.71,32.87,11.92,2019-04-01,2019-04-30
外拍灯,5474,5744286,51485,0.05,65.6,0.0,111.34,1049.38,111.57,2019-04-01,2019-04-30
快显胶片,27076,5717694,82896,0.05,-1.04,0.02,11.15,211.17,68.97,2019-04-01,2019-04-30
数码显微镜,7425,5503875,61530,0.04,27.58,0.0,-9.06,741.26,89.45,2019-04-01,2019-04-30
胶卷,16640,5227628,52616,0.04,22.45,0.01,45.28,314.16,99.35,2019-04-01,2019-04-30
涂鸦笔,25804,5022831,73269,0.04,70.92,0.02,138.23,194.65,68.55,2019-04-01,2019-04-30
灯附件,15661,4689531,53294,0.04,24.63,0.01,6.71,299.44,87.99,2019-04-01,2019-04-30
手机贴纸,98055,4512929,594624,0.04,67.29,0.12,24.52,46.02,7.59,2019-04-01,2019-04-30
清洁套装,213088,4350096,419836,0.04,55.1,0.3,56.86,20.41,10.36,2019-04-01,2019-04-30
辅助道具类,43415,3656366,299963,0.04,-30.42,0.03,-32.6,84.22,12.19,2019-04-01,2019-04-30
PDA/掌上电脑,2775,3646712,49382,0.04,-10.41,0.0,-8.46,1314.13,73.85,2019-04-01,2019-04-30
手机防尘塞,52249,3580060,580921,0.04,11.72,0.04,22.0,68.52,6.16,2019-04-01,2019-04-30
射频器/转换器,11095,2972197,69441,0.03,8.35,0.01,-2.96,267.89,42.8,2019-04-01,2019-04-30
平板电脑外接键盘,9856,2854962,312941,0.03,30.75,0.01,84.75,289.67,9.12,2019-04-01,2019-04-30
相机背带,19961,2503601,69745,0.03,32.91,0.02,39.14,125.42,35.9,2019-04-01,2019-04-30
摄影包,6894,2497494,65850,0.03,37.26,0.0,57.52,362.27,37.93,2019-04-01,2019-04-30
平板电脑支架,17874,2465262,80617,0.03,-9.32,0.01,-22.63,137.92,30.58,2019-04-01,2019-04-30
18650电池,9840,2096228,53856,0.02,-24.71,0.01,5.47,213.03,38.92,2019-04-01,2019-04-30
USB延长线,49523,1893003,84117,0.02,20.85,0.04,31.19,38.22,22.5,2019-04-01,2019-04-30
数码相框,2097,1759839,43112,0.02,-24.99,0.0,11.86,839.22,40.82,2019-04-01,2019-04-30
触摸屏手套,54442,1750897,223892,0.02,11.71,0.05,308.03,32.16,7.82,2019-04-01,2019-04-30
校色仪,1685,1538075,10087,0.02,87.27,0.0,98.54,912.8,152.48,2019-04-01,2019-04-30
USB灯,50692,1507578,297151,0.02,-4.33,0.04,-17.59,29.74,5.07,2019-04-01,2019-04-30
笔记本个性小贴纸,46762,1485732,429853,0.02,11.23,0.03,-2.39,31.77,3.46,2019-04-01,2019-04-30
苹果卡槽,46225,1482599,237770,0.02,-35.35,0.03,-32.5,32.07,6.24,2019-04-01,2019-04-30
闪光灯配件,9122,1433052,43072,0.02,-22.76,0.01,-9.08,157.1,33.27,2019-04-01,2019-04-30
柔光器具,6697,1411214,26722,0.02,37.45,0.0,-2.52,210.72,52.81,2019-04-01,2019-04-30
单反手柄,2107,1407051,43049,0.02,36.82,0.0,13.35,667.8,32.68,2019-04-01,2019-04-30
电子书保护套,42858,1402101,96172,0.02,-32.2,0.03,-24.36,32.72,14.58,2019-04-01,2019-04-30
快装板,10153,1384876,44395,0.02,47.46,0.01,67.39,136.4,31.19,2019-04-01,2019-04-30
镜头纸/镜头布,17957,1349933,44108,0.01,19.46,0.01,11.44,75.18,30.61,2019-04-01,2019-04-30
